,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-04 08:00:00,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656,0.348585656
2015-01-04 09:00:00,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757,0.346265757
2015-01-04 10:00:00,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494,0.345891494
2015-01-04 11:00:00,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444,0.344391444
2015-01-04 12:00:00,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331,0.344328331
2015-01-04 13:00:00,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749,0.344918749
2015-01-04 14:00:00,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923,0.344790923
2015-01-04 15:00:00,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218,0.340900218
2015-01-04 16:00:00,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856,0.334599856
2015-01-04 17:00:00,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343,0.338451343
2015-01-04 18:00:00,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887,0.339087887
2015-01-04 19:00:00,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057,0.345719057
2015-01-04 20:00:00,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833,0.354821833
2015-01-04 21:00:00,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773,0.358380773
2015-01-04 22:00:00,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115,0.358788115
2015-01-04 23:00:00,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067,0.356549067
2015-01-05 00:00:00,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756,0.35614756
